hospitalId,hospital_name,resourceType,ts,used,on_hand,total_quantity,available,borrow_quantity,urgency_level,transfer_in_qty,transfer_out_qty,hospital_latitude,hospital_longitude,district,state
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,07-06-2020,216,446,421,230,25,High,20,20,17.385,78.4867,Hyderabad,Telangana
HR_PGIMS,PGIMS Rohtak,ambulance,22-08-2023,29,174,176,145,19,Low,16,12,28.8955,76.6066,Rohtak,Haryana
AS_Gauhati,Gauhati Medical College,oxygen,24-02-2015,233,890,852,657,38,High,27,29,26.1445,91.7362,Guwahati,Assam
MH_KEM,KEM Hospital,ventilator,16-08-2015,73,285,260,212,25,Low,20,25,18.9782,72.8168,Mumbai,Maharashtra
MH_KEM,KEM Hospital,ventilator,18-08-2020,72,260,246,188,14,High,11,14,18.9782,72.8168,Mumbai,Maharashtra
WB_CMCH,Calcutta Medical College,oxygen,16-04-2021,195,400,347,205,53,Medium,10,20,22.5726,88.3639,Kolkata,West Bengal
UK_Haldwani,GMCH Haldwani,ventilator,10-03-2023,62,306,295,244,11,Medium,11,11,29.2183,79.5126,Nainital,Uttarakhand
BR_PMCH,PMCH Patna,ambulance,17-02-2022,29,193,196,164,15,High,13,15,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,ventilator,09-10-2019,49,322,323,273,27,Medium,20,25,8.5241,76.9366,Thiruvananthapuram,Kerala
BR_PMCH,PMCH Patna,oxygen,01-08-2019,224,1320,1250,1096,70,Medium,49,30,25.61,85.1415,Patna,Bihar
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,05-02-2022,165,702,634,537,68,Low,41,62,23.2599,77.4126,Bhopal,Madhya Pradesh
MH_KEM,KEM Hospital,ambulance,09-01-2021,29,90,107,61,19,Low,13,19,18.9782,72.8168,Mumbai,Maharashtra
BR_PMCH,PMCH Patna,ambulance,20-07-2015,30,111,122,81,11,Low,11,11,25.61,85.1415,Patna,Bihar
CH_GMCH,GMCH Chandigarh,ventilator,21-11-2019,51,285,264,234,21,Low,18,19,30.7333,76.7794,Chandigarh,Chandigarh
PB_PGI,PGIMER Chandigarh,ambulance,24-10-2020,26,87,110,61,15,Low,12,11,30.75,76.78,Chandigarh,Punjab
KL_MCH,Med Coll Thiruvananthapuram,bed,03-12-2017,419,1005,967,586,38,Low,12,23,8.5241,76.9366,Thiruvananthapuram,Kerala
MH_KEM,KEM Hospital,ventilator,21-02-2019,69,354,337,285,17,Medium,10,11,18.9782,72.8168,Mumbai,Maharashtra
WB_CMCH,Calcutta Medical College,oxygen,06-01-2019,195,580,562,385,18,Medium,12,17,22.5726,88.3639,Kolkata,West Bengal
GJ_Civil,Civil Hospital Ahmedabad,bed,06-01-2018,428,839,798,411,41,Medium,30,29,23.0225,72.5714,Ahmedabad,Gujarat
RJ_SMS,SMS Hospital Jaipur,ambulance,06-01-2019,23,176,189,153,14,Low,12,14,26.9124,75.7873,Jaipur,Rajasthan
HP_IGMC,IGMC Shimla,bed,02-10-2024,388,644,585,256,59,High,47,27,31.1048,77.1734,Shimla,Himachal Pradesh
PB_PGI,PGIMER Chandigarh,bed,19-12-2023,402,869,856,467,13,Medium,10,11,30.75,76.78,Chandigarh,Punjab
WB_CMCH,Calcutta Medical College,oxygen,16-04-2021,195,400,347,205,53,Medium,10,20,22.5726,88.3639,Kolkata,West Bengal
CH_GMCH,GMCH Chandigarh,ambulance,22-04-2018,21,128,153,107,10,Medium,10,10,30.7333,76.7794,Chandigarh,Chandigarh
AS_Gauhati,Gauhati Medical College,oxygen,11-02-2024,230,787,745,557,42,Low,40,40,26.1445,91.7362,Guwahati,Assam
MH_KEM,KEM Hospital,oxygen,16-06-2019,214,830,763,616,67,High,39,22,18.9782,72.8168,Mumbai,Maharashtra
WB_CMCH,Calcutta Medical College,oxygen,28-08-2015,196,450,413,254,37,Low,23,11,22.5726,88.3639,Kolkata,West Bengal
GJ_Civil,Civil Hospital Ahmedabad,ambulance,22-12-2017,21,134,161,113,15,Medium,12,12,23.0225,72.5714,Ahmedabad,Gujarat
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,26-03-2024,197,890,840,693,50,Low,46,12,26.8467,80.9462,Lucknow,Uttar Pradesh
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,09-01-2023,56,298,275,242,23,Low,13,22,26.8467,80.9462,Lucknow,Uttar Pradesh
JH_RIMS,RIMS Ranchi,ambulance,18-05-2015,32,108,117,76,15,High,12,14,23.3441,85.3096,Ranchi,Jharkhand
KA_NIMHANS,NIMHANS Bengaluru,ventilator,07-10-2023,41,314,319,273,17,Low,17,17,12.943,77.5966,Bangalore Urban,Karnataka
PB_PGI,PGIMER Chandigarh,bed,16-05-2021,390,694,646,304,48,Low,42,46,30.75,76.78,Chandigarh,Punjab
JH_RIMS,RIMS Ranchi,bed,21-02-2016,395,595,547,200,26,High,17,21,23.3441,85.3096,Ranchi,Jharkhand
BR_PMCH,PMCH Patna,ventilator,16-04-2018,104,267,254,163,13,High,12,13,25.61,85.1415,Patna,Bihar
GJ_Civil,Civil Hospital Ahmedabad,oxygen,27-08-2019,227,1083,1055,856,28,Medium,20,11,23.0225,72.5714,Ahmedabad,Gujarat
BR_PMCH,PMCH Patna,ventilator,22-07-2019,107,303,279,196,24,Low,17,20,25.61,85.1415,Patna,Bihar
KA_NIMHANS,NIMHANS Bengaluru,ventilator,06-01-2021,52,216,191,164,25,High,20,17,12.943,77.5966,Bangalore Urban,Karnataka
WB_CMCH,Calcutta Medical College,ambulance,07-07-2019,34,158,171,124,12,Medium,10,12,22.5726,88.3639,Kolkata,West Bengal
AS_Gauhati,Gauhati Medical College,bed,11-04-2024,410,1076,1011,666,65,Medium,44,64,26.1445,91.7362,Guwahati,Assam
JH_RIMS,RIMS Ranchi,ventilator,15-09-2018,62,324,305,262,19,Medium,13,10,23.3441,85.3096,Ranchi,Jharkhand
WB_CMCH,Calcutta Medical College,bed,25-08-2020,385,804,785,419,19,High,17,18,22.5726,88.3639,Kolkata,West Bengal
DL_AIIMS,AIIMS Delhi,ventilator,15-05-2024,57,124,116,67,27,Low,27,22,28.5672,77.21,New Delhi,Delhi
JH_RIMS,RIMS Ranchi,bed,26-11-2024,403,621,595,218,26,Low,24,17,23.3441,85.3096,Ranchi,Jharkhand
RJ_SMS,SMS Hospital Jaipur,bed,12-07-2021,366,659,626,293,33,Low,27,16,26.9124,75.7873,Jaipur,Rajasthan
JH_RIMS,RIMS Ranchi,ventilator,23-04-2015,66,280,261,214,25,High,11,18,23.3441,85.3096,Ranchi,Jharkhand
RJ_SMS,SMS Hospital Jaipur,ambulance,24-04-2020,21,100,115,79,16,Medium,10,16,26.9124,75.7873,Jaipur,Rajasthan
UK_Haldwani,GMCH Haldwani,oxygen,06-04-2016,194,580,528,386,52,Low,17,15,29.2183,79.5126,Nainital,Uttarakhand
KA_NIMHANS,NIMHANS Bengaluru,oxygen,11-02-2018,202,783,704,581,79,Medium,63,69,12.943,77.5966,Bangalore Urban,Karnataka
HR_PGIMS,PGIMS Rohtak,bed,18-09-2020,365,699,658,334,41,High,37,39,28.8955,76.6066,Rohtak,Haryana
UK_Haldwani,GMCH Haldwani,ventilator,10-03-2023,62,306,295,244,11,Medium,11,11,29.2183,79.5126,Nainital,Uttarakhand
PB_PGI,PGIMER Chandigarh,bed,06-08-2016,378,578,445,200,24,Low,21,20,30.75,76.78,Chandigarh,Punjab
KA_NIMHANS,NIMHANS Bengaluru,bed,01-04-2019,431,1190,1119,759,71,Low,15,61,12.943,77.5966,Bangalore Urban,Karnataka
HR_PGIMS,PGIMS Rohtak,oxygen,08-08-2017,221,844,766,623,78,Low,11,58,28.8955,76.6066,Rohtak,Haryana
HR_PGIMS,PGIMS Rohtak,bed,09-03-2017,371,752,718,381,34,Low,23,29,28.8955,76.6066,Rohtak,Haryana
TN_CMC,Christian Medical College,oxygen,28-10-2024,186,673,588,487,85,Medium,19,62,12.926,79.1356,Vellore,Tamil Nadu
PB_PGI,PGIMER Chandigarh,ventilator,20-05-2016,78,118,80,40,20,Low,14,18,30.75,76.78,Chandigarh,Punjab
AS_Gauhati,Gauhati Medical College,ventilator,25-08-2023,61,280,267,219,13,Medium,12,10,26.1445,91.7362,Guwahati,Assam
JH_RIMS,RIMS Ranchi,ambulance,25-08-2017,31,123,119,92,15,High,13,10,23.3441,85.3096,Ranchi,Jharkhand
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,21-05-2019,58,315,298,257,17,Low,12,13,26.8467,80.9462,Lucknow,Uttar Pradesh
JH_RIMS,RIMS Ranchi,ambulance,10-11-2016,31,48,49,20,17,Low,16,11,23.3441,85.3096,Ranchi,Jharkhand
OR_SCB,SCB Med Coll Cuttack,ambulance,05-07-2023,31,147,138,116,15,Low,13,12,20.4625,85.8828,Cuttack,Odisha
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,13-06-2018,58,283,258,225,25,Low,24,17,17.385,78.4867,Hyderabad,Telangana
HR_PGIMS,PGIMS Rohtak,oxygen,26-04-2022,225,961,950,736,11,Low,11,10,28.8955,76.6066,Rohtak,Haryana
KL_MCH,Med Coll Thiruvananthapuram,ventilator,24-02-2018,45,273,271,228,13,High,11,12,8.5241,76.9366,Thiruvananthapuram,Kerala
JH_RIMS,RIMS Ranchi,ambulance,22-02-2021,33,77,89,44,15,Low,13,14,23.3441,85.3096,Ranchi,Jharkhand
DL_AIIMS,AIIMS Delhi,ventilator,21-07-2020,53,164,153,111,25,Low,23,21,28.5672,77.21,New Delhi,Delhi
TN_CMC,Christian Medical College,bed,02-08-2020,387,734,669,347,65,Medium,55,42,12.926,79.1356,Vellore,Tamil Nadu
GJ_Civil,Civil Hospital Ahmedabad,oxygen,06-01-2020,220,880,830,660,50,Medium,30,23,23.0225,72.5714,Ahmedabad,Gujarat
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,28-07-2018,222,533,518,311,15,High,12,13,17.385,78.4867,Hyderabad,Telangana
PB_PGI,PGIMER Chandigarh,ventilator,11-07-2015,71,198,176,127,22,Low,22,15,30.75,76.78,Chandigarh,Punjab
BR_PMCH,PMCH Patna,ventilator,21-01-2024,106,172,143,66,29,Low,26,28,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,ventilator,02-05-2023,47,295,283,248,22,Low,22,17,8.5241,76.9366,Thiruvananthapuram,Kerala
HR_PGIMS,PGIMS Rohtak,oxygen,08-08-2017,221,844,766,623,78,Low,11,58,28.8955,76.6066,Rohtak,Haryana
GJ_Civil,Civil Hospital Ahmedabad,ambulance,17-07-2019,22,188,191,166,14,Low,12,10,23.0225,72.5714,Ahmedabad,Gujarat
TN_CMC,Christian Medical College,ambulance,05-10-2018,21,138,162,117,15,Low,11,15,12.926,79.1356,Vellore,Tamil Nadu
OR_SCB,SCB Med Coll Cuttack,ventilator,12-09-2018,20,274,298,254,22,Medium,13,21,20.4625,85.8828,Cuttack,Odisha
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,28-10-2015,21,100,102,79,14,Low,13,10,23.2599,77.4126,Bhopal,Madhya Pradesh
KA_NIMHANS,NIMHANS Bengaluru,ambulance,27-12-2020,29,86,84,57,14,Low,13,10,12.943,77.5966,Bangalore Urban,Karnataka
KL_MCH,Med Coll Thiruvananthapuram,bed,09-05-2022,389,1135,1121,746,14,Low,12,13,8.5241,76.9366,Thiruvananthapuram,Kerala
KA_NIMHANS,NIMHANS Bengaluru,oxygen,03-06-2019,210,946,867,736,79,Medium,58,66,12.943,77.5966,Bangalore Urban,Karnataka
AS_Gauhati,Gauhati Medical College,ventilator,22-03-2022,59,312,292,253,20,Low,13,10,26.1445,91.7362,Guwahati,Assam
TN_CMC,Christian Medical College,bed,06-01-2021,384,669,641,285,28,High,25,26,12.926,79.1356,Vellore,Tamil Nadu
UK_Haldwani,GMCH Haldwani,oxygen,26-07-2018,196,833,783,637,50,Medium,15,15,29.2183,79.5126,Nainital,Uttarakhand
HP_IGMC,IGMC Shimla,ambulance,01-04-2020,31,90,107,59,12,Medium,10,11,31.1048,77.1734,Shimla,Himachal Pradesh
KA_NIMHANS,NIMHANS Bengaluru,bed,01-04-2019,431,1190,1119,759,71,Low,15,61,12.943,77.5966,Bangalore Urban,Karnataka
KL_MCH,Med Coll Thiruvananthapuram,ambulance,20-08-2016,21,46,50,25,18,High,11,16,8.5241,76.9366,Thiruvananthapuram,Kerala
DL_AIIMS,AIIMS Delhi,oxygen,07-09-2018,206,635,597,429,38,High,36,36,28.5672,77.21,New Delhi,Delhi
MH_KEM,KEM Hospital,oxygen,16-06-2019,214,830,763,616,67,High,39,22,18.9782,72.8168,Mumbai,Maharashtra
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,19-07-2017,21,111,120,90,11,Medium,11,11,23.2599,77.4126,Bhopal,Madhya Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,11-09-2020,20,86,116,67,16,Medium,15,13,23.2599,77.4126,Bhopal,Madhya Pradesh
TN_CMC,Christian Medical College,ambulance,05-10-2018,21,138,162,117,15,Low,11,15,12.926,79.1356,Vellore,Tamil Nadu
UK_Haldwani,GMCH Haldwani,ambulance,27-12-2015,21,100,123,79,20,Medium,18,11,29.2183,79.5126,Nainital,Uttarakhand
KL_MCH,Med Coll Thiruvananthapuram,ventilator,02-05-2023,47,295,283,248,22,Low,22,17,8.5241,76.9366,Thiruvananthapuram,Kerala
MH_KEM,KEM Hospital,ventilator,17-10-2022,66,380,354,314,26,Low,16,12,18.9782,72.8168,Mumbai,Maharashtra
PB_PGI,PGIMER Chandigarh,bed,20-06-2022,403,959,937,556,22,Low,11,11,30.75,76.78,Chandigarh,Punjab
AS_Gauhati,Gauhati Medical College,ventilator,25-08-2023,61,280,267,219,13,Medium,12,10,26.1445,91.7362,Guwahati,Assam
GJ_Civil,Civil Hospital Ahmedabad,bed,23-08-2021,405,703,679,298,24,High,11,10,23.0225,72.5714,Ahmedabad,Gujarat
WB_CMCH,Calcutta Medical College,bed,13-08-2016,395,697,666,302,31,Low,27,24,22.5726,88.3639,Kolkata,West Bengal
AS_Gauhati,Gauhati Medical College,ambulance,13-02-2021,25,76,73,51,15,Low,14,15,26.1445,91.7362,Guwahati,Assam
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,05-01-2016,20,50,84,35,16,Medium,10,12,26.8467,80.9462,Lucknow,Uttar Pradesh
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,19-04-2015,20,107,114,88,18,Low,17,16,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,ventilator,15-10-2020,50,242,219,192,26,High,13,16,12.943,77.5966,Bangalore Urban,Karnataka
HP_IGMC,IGMC Shimla,ventilator,08-05-2020,43,200,199,157,26,Low,11,19,31.1048,77.1734,Shimla,Himachal Pradesh
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,11-02-2021,46,191,195,145,19,Low,13,13,26.8467,80.9462,Lucknow,Uttar Pradesh
UK_Haldwani,GMCH Haldwani,bed,21-09-2021,407,700,642,293,58,Low,47,52,29.2183,79.5126,Nainital,Uttarakhand
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,07-05-2021,196,975,890,779,85,Low,14,15,26.8467,80.9462,Lucknow,Uttar Pradesh
UK_Haldwani,GMCH Haldwani,ventilator,21-07-2019,59,316,306,257,10,Medium,10,10,29.2183,79.5126,Nainital,Uttarakhand
UP_SGPGIMS,SGPGIMS Lucknow,bed,09-06-2020,446,1066,1026,620,40,Low,24,33,26.8467,80.9462,Lucknow,Uttar Pradesh
OR_SCB,SCB Med Coll Cuttack,bed,02-03-2022,379,1400,1341,1021,59,Medium,20,19,20.4625,85.8828,Cuttack,Odisha
KA_NIMHANS,NIMHANS Bengaluru,oxygen,20-05-2017,205,704,683,499,21,Low,18,10,12.943,77.5966,Bangalore Urban,Karnataka
HR_PGIMS,PGIMS Rohtak,ventilator,21-01-2024,49,206,196,157,10,Low,10,10,28.8955,76.6066,Rohtak,Haryana
BR_PMCH,PMCH Patna,ambulance,28-02-2018,30,138,144,108,14,Low,11,11,25.61,85.1415,Patna,Bihar
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,16-03-2016,45,144,135,99,30,Medium,27,24,26.8467,80.9462,Lucknow,Uttar Pradesh
AS_Gauhati,Gauhati Medical College,oxygen,03-04-2023,235,981,970,746,11,Low,10,10,26.1445,91.7362,Guwahati,Assam
HP_IGMC,IGMC Shimla,oxygen,06-06-2015,235,493,468,258,25,Medium,19,21,31.1048,77.1734,Shimla,Himachal Pradesh
KL_MCH,Med Coll Thiruvananthapuram,ventilator,18-05-2020,47,215,202,168,21,Low,21,13,8.5241,76.9366,Thiruvananthapuram,Kerala
WB_CMCH,Calcutta Medical College,bed,21-12-2019,380,1076,1013,696,63,Low,43,37,22.5726,88.3639,Kolkata,West Bengal
CH_GMCH,GMCH Chandigarh,ventilator,09-09-2024,57,140,125,83,21,Low,11,21,30.7333,76.7794,Chandigarh,Chandigarh
AS_Gauhati,Gauhati Medical College,bed,01-05-2023,400,1331,1266,931,65,Low,15,60,26.1445,91.7362,Guwahati,Assam
BR_PMCH,PMCH Patna,ventilator,28-11-2021,106,182,172,76,10,Medium,10,10,25.61,85.1415,Patna,Bihar
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,16-09-2024,46,172,174,126,28,Medium,25,17,26.8467,80.9462,Lucknow,Uttar Pradesh
WB_CMCH,Calcutta Medical College,ventilator,12-01-2023,26,274,292,248,17,Low,10,17,22.5726,88.3639,Kolkata,West Bengal
HP_IGMC,IGMC Shimla,ventilator,13-10-2015,41,230,229,189,30,Medium,11,23,31.1048,77.1734,Shimla,Himachal Pradesh
CH_GMCH,GMCH Chandigarh,ventilator,03-05-2015,56,203,184,147,26,Low,18,18,30.7333,76.7794,Chandigarh,Chandigarh
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,17-11-2022,61,360,334,299,30,Low,29,18,17.385,78.4867,Hyderabad,Telangana
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,21-05-2019,58,315,298,257,17,Low,12,13,26.8467,80.9462,Lucknow,Uttar Pradesh
HP_IGMC,IGMC Shimla,bed,04-06-2016,385,585,528,200,10,High,10,10,31.1048,77.1734,Shimla,Himachal Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,13-11-2018,170,538,506,368,32,Medium,30,25,23.2599,77.4126,Bhopal,Madhya Pradesh
RJ_SMS,SMS Hospital Jaipur,ventilator,17-11-2024,43,111,114,68,30,Low,17,11,26.9124,75.7873,Jaipur,Rajasthan
MH_KEM,KEM Hospital,ventilator,16-09-2024,68,225,198,157,27,Low,13,19,18.9782,72.8168,Mumbai,Maharashtra
CH_GMCH,GMCH Chandigarh,ventilator,03-05-2015,56,203,184,147,26,Low,18,18,30.7333,76.7794,Chandigarh,Chandigarh
HR_PGIMS,PGIMS Rohtak,oxygen,05-11-2015,216,766,734,550,32,Low,19,10,28.8955,76.6066,Rohtak,Haryana
JH_RIMS,RIMS Ranchi,oxygen,25-06-2018,212,870,850,658,20,High,11,16,23.3441,85.3096,Ranchi,Jharkhand
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,04-10-2024,213,407,334,194,73,Medium,59,69,17.385,78.4867,Hyderabad,Telangana
MP_Hamidia,Hamidia Hospital Bhopal,bed,02-05-2016,406,820,777,414,43,Medium,37,37,23.2599,77.4126,Bhopal,Madhya Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,17-10-2015,164,479,465,315,14,High,10,11,23.2599,77.4126,Bhopal,Madhya Pradesh
JH_RIMS,RIMS Ranchi,ambulance,01-09-2022,31,168,165,137,10,Low,10,10,23.3441,85.3096,Ranchi,Jharkhand
UP_SGPGIMS,SGPGIMS Lucknow,bed,03-01-2015,447,1085,1066,638,19,High,13,16,26.8467,80.9462,Lucknow,Uttar Pradesh
JH_RIMS,RIMS Ranchi,oxygen,27-02-2017,216,850,784,634,66,Medium,54,61,23.3441,85.3096,Ranchi,Jharkhand
BR_PMCH,PMCH Patna,oxygen,15-09-2017,223,1132,1078,909,54,Low,42,43,25.61,85.1415,Patna,Bihar
KL_MCH,Med Coll Thiruvananthapuram,ambulance,09-06-2024,20,61,78,41,15,Low,15,13,8.5241,76.9366,Thiruvananthapuram,Kerala
PB_PGI,PGIMER Chandigarh,oxygen,19-10-2024,179,309,295,130,14,Low,13,12,30.75,76.78,Chandigarh,Punjab
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,08-10-2024,20,54,69,34,14,Medium,14,13,23.2599,77.4126,Bhopal,Madhya Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,04-09-2017,217,518,470,301,48,Medium,47,31,17.385,78.4867,Hyderabad,Telangana
HP_IGMC,IGMC Shimla,bed,04-06-2016,385,585,528,200,10,High,10,10,31.1048,77.1734,Shimla,Himachal Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,18-02-2015,216,470,446,254,24,High,22,14,17.385,78.4867,Hyderabad,Telangana
PB_PGI,PGIMER Chandigarh,ventilator,10-02-2021,76,159,137,83,22,Low,12,16,30.75,76.78,Chandigarh,Punjab
PB_PGI,PGIMER Chandigarh,bed,16-06-2019,409,937,869,528,68,Low,10,48,30.75,76.78,Chandigarh,Punjab
TN_CMC,Christian Medical College,oxygen,12-01-2015,189,809,795,620,14,Low,10,10,12.926,79.1356,Vellore,Tamil Nadu
UK_Haldwani,GMCH Haldwani,bed,25-07-2022,424,1057,1005,633,52,Medium,46,51,29.2183,79.5126,Nainital,Uttarakhand
TN_CMC,Christian Medical College,ventilator,03-03-2021,38,159,165,121,24,Medium,12,23,12.926,79.1356,Vellore,Tamil Nadu
RJ_SMS,SMS Hospital Jaipur,ambulance,25-09-2024,21,72,97,51,18,Medium,16,13,26.9124,75.7873,Jaipur,Rajasthan
MP_Hamidia,Hamidia Hospital Bhopal,bed,21-04-2018,393,1043,1031,650,12,Medium,11,11,23.2599,77.4126,Bhopal,Madhya Pradesh
UK_Haldwani,GMCH Haldwani,bed,25-07-2022,424,1057,1005,633,52,Medium,46,51,29.2183,79.5126,Nainital,Uttarakhand
UK_Haldwani,GMCH Haldwani,ambulance,06-09-2024,20,49,53,29,12,Low,12,12,29.2183,79.5126,Nainital,Uttarakhand
PB_PGI,PGIMER Chandigarh,ventilator,22-03-2020,73,176,159,103,17,Low,11,14,30.75,76.78,Chandigarh,Punjab
JH_RIMS,RIMS Ranchi,oxygen,16-09-2022,214,962,951,748,11,Medium,11,10,23.3441,85.3096,Ranchi,Jharkhand
PB_PGI,PGIMER Chandigarh,bed,18-02-2017,404,792,769,388,23,Low,12,14,30.75,76.78,Chandigarh,Punjab
OR_SCB,SCB Med Coll Cuttack,bed,06-03-2024,380,1032,966,652,66,Low,25,29,20.4625,85.8828,Cuttack,Odisha
TS_Gandhi,Gandhi Hospital Hyderabad,ventilator,21-02-2019,59,330,320,271,20,Low,14,19,17.385,78.4867,Hyderabad,Telangana
JH_RIMS,RIMS Ranchi,oxygen,26-03-2024,201,704,677,503,27,Medium,17,14,23.3441,85.3096,Ranchi,Jharkhand
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,14-04-2022,217,632,592,415,40,Medium,40,26,17.385,78.4867,Hyderabad,Telangana
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,19-06-2023,20,164,178,145,17,Low,11,16,26.8467,80.9462,Lucknow,Uttar Pradesh
HP_IGMC,IGMC Shimla,oxygen,28-04-2024,231,399,351,168,48,Low,41,11,31.1048,77.1734,Shimla,Himachal Pradesh
GJ_Civil,Civil Hospital Ahmedabad,bed,05-07-2022,435,982,930,547,52,High,22,34,23.0225,72.5714,Ahmedabad,Gujarat
DL_AIIMS,AIIMS Delhi,ventilator,11-02-2022,57,314,289,257,25,Low,24,12,28.5672,77.21,New Delhi,Delhi
OR_SCB,SCB Med Coll Cuttack,ventilator,19-02-2016,28,138,153,110,26,Low,26,20,20.4625,85.8828,Cuttack,Odisha
TN_CMC,Christian Medical College,oxygen,07-05-2022,195,1162,1078,967,84,High,59,42,12.926,79.1356,Vellore,Tamil Nadu
KL_MCH,Med Coll Thiruvananthapuram,ambulance,22-08-2017,21,115,133,94,19,Low,17,10,8.5241,76.9366,Thiruvananthapuram,Kerala
WB_CMCH,Calcutta Medical College,ventilator,05-11-2016,32,143,147,111,28,Low,17,23,22.5726,88.3639,Kolkata,West Bengal
BR_PMCH,PMCH Patna,ventilator,05-03-2023,105,279,267,174,12,Low,10,12,25.61,85.1415,Patna,Bihar
GJ_Civil,Civil Hospital Ahmedabad,bed,08-06-2023,419,893,839,474,54,High,12,29,23.0225,72.5714,Ahmedabad,Gujarat
RJ_SMS,SMS Hospital Jaipur,ambulance,09-11-2015,22,116,142,94,16,Medium,14,15,26.9124,75.7873,Jaipur,Rajasthan
WB_CMCH,Calcutta Medical College,ambulance,16-08-2016,30,50,47,20,12,High,11,10,22.5726,88.3639,Kolkata,West Bengal
TS_Gandhi,Gandhi Hospital Hyderabad,bed,15-09-2023,402,826,787,424,39,Low,11,23,17.385,78.4867,Hyderabad,Telangana
RJ_SMS,SMS Hospital Jaipur,oxygen,23-08-2017,220,652,631,432,21,Low,17,20,26.9124,75.7873,Jaipur,Rajasthan
RJ_SMS,SMS Hospital Jaipur,ambulance,15-01-2018,22,146,165,124,17,Low,12,14,26.9124,75.7873,Jaipur,Rajasthan
CH_GMCH,GMCH Chandigarh,bed,19-07-2015,434,1186,1127,752,59,Low,18,53,30.7333,76.7794,Chandigarh,Chandigarh
GJ_Civil,Civil Hospital Ahmedabad,oxygen,02-07-2021,222,830,758,608,72,Low,46,68,23.0225,72.5714,Ahmedabad,Gujarat
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,18-08-2024,29,70,71,41,16,Low,11,14,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,ventilator,14-06-2022,25,320,318,295,17,Low,17,14,22.5726,88.3639,Kolkata,West Bengal
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,08-12-2023,193,1140,1100,947,40,Low,30,16,26.8467,80.9462,Lucknow,Uttar Pradesh
RJ_SMS,SMS Hospital Jaipur,bed,18-06-2022,365,929,898,564,31,High,17,18,26.9124,75.7873,Jaipur,Rajasthan
MH_KEM,KEM Hospital,ventilator,18-04-2018,73,313,297,240,16,Low,15,11,18.9782,72.8168,Mumbai,Maharashtra
HR_PGIMS,PGIMS Rohtak,oxygen,22-06-2016,214,648,588,434,60,Medium,19,40,28.8955,76.6066,Rohtak,Haryana
RJ_SMS,SMS Hospital Jaipur,ambulance,24-04-2020,21,100,115,79,16,Medium,10,16,26.9124,75.7873,Jaipur,Rajasthan
UK_Haldwani,GMCH Haldwani,oxygen,28-10-2020,195,719,642,524,77,High,60,50,29.2183,79.5126,Nainital,Uttarakhand
CH_GMCH,GMCH Chandigarh,oxygen,05-07-2020,197,522,469,325,53,Medium,50,38,30.7333,76.7794,Chandigarh,Chandigarh
MP_Hamidia,Hamidia Hospital Bhopal,bed,25-03-2019,386,1108,1055,722,53,Low,34,47,23.2599,77.4126,Bhopal,Madhya Pradesh
PB_PGI,PGIMER Chandigarh,bed,19-12-2023,402,869,856,467,13,Medium,10,11,30.75,76.78,Chandigarh,Punjab
BR_PMCH,PMCH Patna,ventilator,11-04-2022,105,314,303,209,11,Medium,10,11,25.61,85.1415,Patna,Bihar
GJ_Civil,Civil Hospital Ahmedabad,ventilator,15-11-2017,23,195,204,172,13,High,10,11,23.0225,72.5714,Ahmedabad,Gujarat
WB_CMCH,Calcutta Medical College,oxygen,06-01-2019,195,580,562,385,18,Medium,12,17,22.5726,88.3639,Kolkata,West Bengal
